01. Ano,02. Nome Região (Portugal),03. Âmbito Geográfico,04. Filtro 1,05. Filtro 2,06. Filtro 3,07. Escala,08. Símbolo,09. Valor
2011,Figueiró dos Vinhos,Município,Total,,,,,8
2011,Fornos de Algodres,Município,T0 ou T1,,,,,0
2011,Fornos de Algodres,Município,T2,,,,,1
2011,Fornos de Algodres,Município,T3,,,,,4
2011,Fornos de Algodres,Município,T4 ou mais,,,,,0
2011,Fornos de Algodres,Município,Total,,,,,5
2011,Freixo de Espada à Cinta,Município,T0 ou T1,,,,,0
2011,Freixo de Espada à Cinta,Município,T2,,,,,2
2011,Freixo de Espada à Cinta,Município,T3,,,,,1
2011,Freixo de Espada à Cinta,Município,T4 ou mais,,,,,5
2011,Freixo de Espada à Cinta,Município,Total,,,,,8
2011,Fronteira,Município,T0 ou T1,,,,,3
2011,Fronteira,Município,T2,,,,,5
2011,Fronteira,Município,T3,,,,,0
2011,Fronteira,Município,T4 ou mais,,,,,1
2011,Fronteira,Município,Total,,,,,9
2011,Funchal,Município,T0 ou T1,,,,,54
2011,Funchal,Município,T2,,,,,116
2011,Funchal,Município,T3,,,,,66
2011,Funchal,Município,T4 ou mais,,,,,12
2011,Funchal,Município,Total,,,,,248
2011,Fundão,Município,T0 ou T1,,,,,4
2011,Fundão,Município,T2,,,,,7
2011,Fundão,Município,T3,,,,,35
2011,Fundão,Município,T4 ou mais,,,,,28
2011,Fundão,Município,Total,,,,,74
2011,Gavião,Município,T0 ou T1,,,,,0
2011,Gavião,Município,T2,,,,,0
2011,Gavião,Município,T3,,,,,1
2011,Gavião,Município,T4 ou mais,,,,,0
2011,Gavião,Município,Total,,,,,1
2011,Góis,Município,T0 ou T1,,,,,0
2011,Góis,Município,T2,,,,,1
2011,Góis,Município,T3,,,,,2
2011,Góis,Município,T4 ou mais,,,,,1
2011,Góis,Município,Total,,,,,4
2011,Golegã,Município,T0 ou T1,,,,,0
2011,Golegã,Município,T2,,,,,1
2011,Golegã,Município,T3,,,,,3
2011,Golegã,Município,T4 ou mais,,,,,3
2011,Golegã,Município,Total,,,,,7
2011,Gondomar,Município,T0 ou T1,,,,,37
2011,Gondomar,Município,T2,,,,,88
2011,Gondomar,Município,T3,,,,,161
2011,Gondomar,Município,T4 ou mais,,,,,39
2011,Gondomar,Município,Total,,,,,325
2011,Gouveia,Município,T0 ou T1,,,,,0
2011,Gouveia,Município,T2,,,,,2
2011,Gouveia,Município,T3,,,,,10
2011,Gouveia,Município,T4 ou mais,,,,,13
2011,Gouveia,Município,Total,,,,,25
2011,Grândola,Município,T0 ou T1,,,,,8
2011,Grândola,Município,T2,,,,,16
2011,Grândola,Município,T3,,,,,36
2011,Grândola,Município,T4 ou mais,,,,,16
2011,Grândola,Município,Total,,,,,76
2011,Guarda,Município,T0 ou T1,,,,,2
2011,Guarda,Município,T2,,,,,9
2011,Guarda,Município,T3,,,,,22
2011,Guarda,Município,T4 ou mais,,,,,14
2011,Guarda,Município,Total,,,,,47
2011,Guimarães,Município,T0 ou T1,,,,,42
2011,Guimarães,Município,T2,,,,,61
2011,Guimarães,Município,T3,,,,,266
2011,Guimarães,Município,T4 ou mais,,,,,33
2011,Guimarães,Município,Total,,,,,402
2011,Horta,Município,T0 ou T1,,,,,1
2011,Horta,Município,T2,,,,,3
2011,Horta,Município,T3,,,,,7
2011,Horta,Município,T4 ou mais,,,,,6
2011,Horta,Município,Total,,,,,17
2011,Idanha-a-Nova,Município,T0 ou T1,,,,,4
2011,Idanha-a-Nova,Município,T2,,,,,5
2011,Idanha-a-Nova,Município,T3,,,,,7
2011,Idanha-a-Nova,Município,T4 ou mais,,,,,5
2011,Idanha-a-Nova,Município,Total,,,,,21
2011,Ílhavo,Município,T0 ou T1,,,,,7
2011,Ílhavo,Município,T2,,,,,39
2011,Ílhavo,Município,T3,,,,,51
2011,Ílhavo,Município,T4 ou mais,,,,,34
2011,Ílhavo,Município,Total,,,,,131
2011,Lagoa,Município,T0 ou T1,,,,,47
2011,Lagoa,Município,T2,,,,,11
2011,Lagoa,Município,T3,,,,,20
2011,Lagoa,Município,T4 ou mais,,,,,15
2011,Lagoa,Município,Total,,,,,93
2011,Lagoa [R.A.A.],Município,T0 ou T1,,,,,1
2011,Lagoa [R.A.A.],Município,T2,,,,,2
2011,Lagoa [R.A.A.],Município,T3,,,,,7
2011,Lagoa [R.A.A.],Município,T4 ou mais,,,,,4
2011,Lagoa [R.A.A.],Município,Total,,,,,14
2011,Lagos,Município,T0 ou T1,,,,,3
2011,Lagos,Município,T2,,,,,9
2011,Lagos,Município,T3,,,,,21
2011,Lagos,Município,T4 ou mais,,,,,13
2011,Lagos,Município,Total,,,,,46
2011,Lajes das Flores,Município,T0 ou T1,,,,,0
2011,Lajes das Flores,Município,T2,,,,,0
2011,Lajes das Flores,Município,T3,,,,,2
2011,Lajes das Flores,Município,T4 ou mais,,,,,3
2011,Lajes das Flores,Município,Total,,,,,5
2011,Lajes do Pico,Município,T0 ou T1,,,,,0
2011,Lajes do Pico,Município,T2,,,,,3
2011,Lajes do Pico,Município,T3,,,,,3
2011,Lajes do Pico,Município,T4 ou mais,,,,,4
2011,Lajes do Pico,Município,Total,,,,,10
2011,Lamego,Município,T0 ou T1,,,,,8
2011,Lamego,Município,T2,,,,,22
2011,Lamego,Município,T3,,,,,45
2011,Lamego,Município,T4 ou mais,,,,,32
2011,Lamego,Município,Total,,,,,107
2011,Leiria,Município,T0 ou T1,,,,,22
2011,Leiria,Município,T2,,,,,44
2011,Leiria,Município,T3,,,,,211
2011,Leiria,Município,T4 ou mais,,,,,49
2011,Leiria,Município,Total,,,,,326
2011,Lisboa,Município,T0 ou T1,,,,,61
2011,Lisboa,Município,T2,,,,,64
2011,Lisboa,Município,T3,,,,,100
2011,Lisboa,Município,T4 ou mais,,,,,127
2011,Lisboa,Município,Total,,,,,352
2011,Loulé,Município,T0 ou T1,,,,,19
2011,Loulé,Município,T2,,,,,115
2011,Loulé,Município,T3,,,,,92
2011,Loulé,Município,T4 ou mais,,,,,57
2011,Loulé,Município,Total,,,,,283
2011,Loures,Município,T0 ou T1,,,,,16
2011,Loures,Município,T2,,,,,133
2011,Loures,Município,T3,,,,,186
2011,Loures,Município,T4 ou mais,,,,,73
2011,Loures,Município,Total,,,,,408
2011,Lourinhã,Município,T0 ou T1,,,,,13
2011,Lourinhã,Município,T2,,,,,28
2011,Lourinhã,Município,T3,,,,,82
2011,Lourinhã,Município,T4 ou mais,,,,,32
2011,Lourinhã,Município,Total,,,,,155
2011,Lousã,Município,T0 ou T1,,,,,0
2011,Lousã,Município,T2,,,,,4
2011,Lousã,Município,T3,,,,,8
2011,Lousã,Município,T4 ou mais,,,,,10
2011,Lousã,Município,Total,,,,,22
2011,Lousada,Município,T0 ou T1,,,,,0
2011,Lousada,Município,T2,,,,,6
2011,Lousada,Município,T3,,,,,112
2011,Lousada,Município,T4 ou mais,,,,,16
2011,Lousada,Município,Total,,,,,134
2011,Mação,Município,T0 ou T1,,,,,3
2011,Mação,Município,T2,,,,,2
2011,Mação,Município,T3,,,,,3
2011,Mação,Município,T4 ou mais,,,,,5
2011,Mação,Município,Total,,,,,13
2011,Macedo de Cavaleiros,Município,T0 ou T1,,,,,4
2011,Macedo de Cavaleiros,Município,T2,,,,,9
2011,Macedo de Cavaleiros,Município,T3,,,,,25
2011,Macedo de Cavaleiros,Município,T4 ou mais,,,,,14
2011,Macedo de Cavaleiros,Município,Total,,,,,52
2011,Machico,Município,T0 ou T1,,,,,3
2011,Machico,Município,T2,,,,,6
2011,Machico,Município,T3,,,,,19
2011,Machico,Município,T4 ou mais,,,,,1
2011,Machico,Município,Total,,,,,29
2011,Madalena,Município,T0 ou T1,,,,,2
2011,Madalena,Município,T2,,,,,9
2011,Madalena,Município,T3,,,,,10
2011,Madalena,Município,T4 ou mais,,,,,3
2011,Madalena,Município,Total,,,,,24
2011,Mafra,Município,T0 ou T1,,,,,21
2011,Mafra,Município,T2,,,,,58
2011,Mafra,Município,T3,,,,,146
2011,Mafra,Município,T4 ou mais,,,,,60
2011,Mafra,Município,Total,,,,,285
2011,Maia,Município,T0 ou T1,,,,,14
2011,Maia,Município,T2,,,,,57
2011,Maia,Município,T3,,,,,111
2011,Maia,Município,T4 ou mais,,,,,43
2011,Maia,Município,Total,,,,,225
2011,Mangualde,Município,T0 ou T1,,,,,1
2011,Mangualde,Município,T2,,,,,9
2011,Mangualde,Município,T3,,,,,38
2011,Mangualde,Município,T4 ou mais,,,,,14
2011,Mangualde,Município,Total,,,,,62
2011,Manteigas,Município,T0 ou T1,,,,,0
2011,Manteigas,Município,T2,,,,,0
2011,Manteigas,Município,T3,,,,,1
2011,Manteigas,Município,T4 ou mais,,,,,0
2011,Manteigas,Município,Total,,,,,1
2011,Marco de Canaveses,Município,T0 ou T1,,,,,4
2011,Marco de Canaveses,Município,T2,,,,,22
2011,Marco de Canaveses,Município,T3,,,,,138
2011,Marco de Canaveses,Município,T4 ou mais,,,,,18
2011,Marco de Canaveses,Município,Total,,,,,182
2011,Marinha Grande,Município,T0 ou T1,,,,,2
2011,Marinha Grande,Município,T2,,,,,6
2011,Marinha Grande,Município,T3,,,,,26
2011,Marinha Grande,Município,T4 ou mais,,,,,16
2011,Marinha Grande,Município,Total,,,,,50
2011,Marvão,Município,T0 ou T1,,,,,1
2011,Marvão,Município,T2,,,,,0
2011,Marvão,Município,T3,,,,,0
2011,Marvão,Município,T4 ou mais,,,,,0
2011,Marvão,Município,Total,,,,,1
2011,Matosinhos,Município,T0 ou T1,,,,,53
2011,Matosinhos,Município,T2,,,,,71
2011,Matosinhos,Município,T3,,,,,77
2011,Matosinhos,Município,T4 ou mais,,,,,54
2011,Matosinhos,Município,Total,,,,,255
2011,Mealhada,Município,T0 ou T1,,,,,5
2011,Mealhada,Município,T2,,,,,6
2011,Mealhada,Município,T3,,,,,15
2011,Mealhada,Município,T4 ou mais,,,,,13
2011,Mealhada,Município,Total,,,,,39
2011,Mêda,Município,T0 ou T1,,,,,2
2011,Mêda,Município,T2,,,,,1
2011,Mêda,Município,T3,,,,,8
2011,Mêda,Município,T4 ou mais,,,,,4
2011,Mêda,Município,Total,,,,,15
2011,Melgaço,Município,T0 ou T1,,,,,2
2011,Melgaço,Município,T2,,,,,2
2011,Melgaço,Município,T3,,,,,6
2011,Melgaço,Município,T4 ou mais,,,,,8
2011,Melgaço,Município,Total,,,,,18
2011,Mértola,Município,T0 ou T1,,,,,4
2011,Mértola,Município,T2,,,,,2
2011,Mértola,Município,T3,,,,,3
2011,Mértola,Município,T4 ou mais,,,,,3
2011,Mértola,Município,Total,,,,,12
2011,Mesão Frio,Município,T0 ou T1,,,,,0
2011,Mesão Frio,Município,T2,,,,,0
2011,Mesão Frio,Município,T3,,,,,1
2011,Mesão Frio,Município,T4 ou mais,,,,,1
2011,Mesão Frio,Município,Total,,,,,2
2011,Mira,Município,T0 ou T1,,,,,12
2011,Mira,Município,T2,,,,,11
2011,Mira,Município,T3,,,,,31
2011,Mira,Município,T4 ou mais,,,,,17
2011,Mira,Município,Total,,,,,71
2011,Miranda do Corvo,Município,T0 ou T1,,,,,2
2011,Miranda do Corvo,Município,T2,,,,,18
2011,Miranda do Corvo,Município,T3,,,,,21
2011,Miranda do Corvo,Município,T4 ou mais,,,,,14
2011,Miranda do Corvo,Município,Total,,,,,55
2011,Miranda do Douro,Município,T0 ou T1,,,,,0
2011,Miranda do Douro,Município,T2,,,,,4
2011,Miranda do Douro,Município,T3,,,,,7
2011,Miranda do Douro,Município,T4 ou mais,,,,,4
2011,Miranda do Douro,Município,Total,,,,,15
2011,Mirandela,Município,T0 ou T1,,,,,7
2011,Mirandela,Município,T2,,,,,9
2011,Mirandela,Município,T3,,,,,31
2011,Mirandela,Município,T4 ou mais,,,,,37
2011,Mirandela,Município,Total,,,,,84
2011,Mogadouro,Município,T0 ou T1,,,,,1
2011,Mogadouro,Município,T2,,,,,2
2011,Mogadouro,Município,T3,,,,,4
2011,Mogadouro,Município,T4 ou mais,,,,,15
2011,Mogadouro,Município,Total,,,,,22
2011,Moimenta da Beira,Município,T0 ou T1,,,,,0
2011,Moimenta da Beira,Município,T2,,,,,5
2011,Moimenta da Beira,Município,T3,,,,,20
2011,Moimenta da Beira,Município,T4 ou mais,,,,,19
2011,Moimenta da Beira,Município,Total,,,,,44
2011,Moita,Município,T0 ou T1,,,,,2
2011,Moita,Município,T2,,,,,24
2011,Moita,Município,T3,,,,,30
2011,Moita,Município,T4 ou mais,,,,,9
2011,Moita,Município,Total,,,,,65
2011,Monção,Município,T0 ou T1,,,,,30
2011,Monção,Município,T2,,,,,14
2011,Monção,Município,T3,,,,,31
2011,Monção,Município,T4 ou mais,,,,,8
2011,Monção,Município,Total,,,,,83
2011,Monchique,Município,T0 ou T1,,,,,2
2011,Monchique,Município,T2,,,,,2
2011,Monchique,Município,T3,,,,,3
2011,Monchique,Município,T4 ou mais,,,,,4
2011,Monchique,Município,Total,,,,,11
2011,Mondim de Basto,Município,T0 ou T1,,,,,1
2011,Mondim de Basto,Município,T2,,,,,1
2011,Mondim de Basto,Município,T3,,,,,14
2011,Mondim de Basto,Município,T4 ou mais,,,,,10
2011,Mondim de Basto,Município,Total,,,,,26
2011,Monforte,Município,T0 ou T1,,,,,0
2011,Monforte,Município,T2,,,,,3
2011,Monforte,Município,T3,,,,,7
2011,Monforte,Município,T4 ou mais,,,,,1
2011,Monforte,Município,Total,,,,,11
2011,Montalegre,Município,T0 ou T1,,,,,0
2011,Montalegre,Município,T2,,,,,11
2011,Montalegre,Município,T3,,,,,9
2011,Montalegre,Município,T4 ou mais,,,,,7
2011,Montalegre,Município,Total,,,,,27
2011,Montemor-o-Novo,Município,T0 ou T1,,,,,0
2011,Montemor-o-Novo,Município,T2,,,,,0
2011,Montemor-o-Novo,Município,T3,,,,,7
2011,Montemor-o-Novo,Município,T4 ou mais,,,,,6
2011,Montemor-o-Novo,Município,Total,,,,,13
2011,Montemor-o-Velho,Município,T0 ou T1,,,,,1
2011,Montemor-o-Velho,Município,T2,,,,,13
2011,Montemor-o-Velho,Município,T3,,,,,52
2011,Montemor-o-Velho,Município,T4 ou mais,,,,,14
2011,Montemor-o-Velho,Município,Total,,,,,80
2011,Montijo,Município,T0 ou T1,,,,,5
2011,Montijo,Município,T2,,,,,39
2011,Montijo,Município,T3,,,,,76
2011,Montijo,Município,T4 ou mais,,,,,27
2011,Montijo,Município,Total,,,,,147
2011,Mora,Município,T0 ou T1,,,,,0
2011,Mora,Município,T2,,,,,0
2011,Mora,Município,T3,,,,,7
2011,Mora,Município,T4 ou mais,,,,,5
2011,Mora,Município,Total,,,,,12
2011,Mortágua,Município,T0 ou T1,,,,,0
2011,Mortágua,Município,T2,,,,,12
2011,Mortágua,Município,T3,,,,,21
2011,Mortágua,Município,T4 ou mais,,,,,12
2011,Mortágua,Município,Total,,,,,45
2011,Moura,Município,T0 ou T1,,,,,1
2011,Moura,Município,T2,,,,,5
2011,Moura,Município,T3,,,,,8
2011,Moura,Município,T4 ou mais,,,,,3
2011,Moura,Município,Total,,,,,17
2011,Mourão,Município,T0 ou T1,,,,,0
2011,Mourão,Município,T2,,,,,1
2011,Mourão,Município,T3,,,,,1
2011,Mourão,Município,T4 ou mais,,,,,0
2011,Mourão,Município,Total,,,,,2
2011,Murça,Município,T0 ou T1,,,,,0
2011,Murça,Município,T2,,,,,1
2011,Murça,Município,T3,,,,,8
2011,Murça,Município,T4 ou mais,,,,,2
2011,Murça,Município,Total,,,,,11
2011,Murtosa,Município,T0 ou T1,,,,,0
2011,Murtosa,Município,T2,,,,,1
2011,Murtosa,Município,T3,,,,,4
2011,Murtosa,Município,T4 ou mais,,,,,4
2011,Murtosa,Município,Total,,,,,9
2011,Nazaré,Município,T0 ou T1,,,,,35
2011,Nazaré,Município,T2,,,,,35
2011,Nazaré,Município,T3,,,,,56
2011,Nazaré,Município,T4 ou mais,,,,,6
2011,Nazaré,Município,Total,,,,,132
2011,Nelas,Município,T0 ou T1,,,,,3
2011,Nelas,Município,T2,,,,,8
2011,Nelas,Município,T3,,,,,27
2011,Nelas,Município,T4 ou mais,,,,,12
2011,Nelas,Município,Total,,,,,50
2011,Nisa,Município,T0 ou T1,,,,,2
2011,Nisa,Município,T2,,,,,2
2011,Nisa,Município,T3,,,,,5
2011,Nisa,Município,T4 ou mais,,,,,3
2011,Nisa,Município,Total,,,,,12
2011,Nordeste,Município,T0 ou T1,,,,,1
2011,Nordeste,Município,T2,,,,,0
2011,Nordeste,Município,T3,,,,,0
2011,Nordeste,Município,T4 ou mais,,,,,0
2011,Nordeste,Município,Total,,,,,1
2011,Óbidos,Município,T0 ou T1,,,,,2
2011,Óbidos,Município,T2,,,,,5
2011,Óbidos,Município,T3,,,,,16
2011,Óbidos,Município,T4 ou mais,,,,,14
2011,Óbidos,Município,Total,,,,,37
2011,Odemira,Município,T0 ou T1,,,,,18
2011,Odemira,Município,T2,,,,,33
2011,Odemira,Município,T3,,,,,28
2011,Odemira,Município,T4 ou mais,,,,,7
2011,Odemira,Município,Total,,,,,86
2011,Odivelas,Município,T0 ou T1,,,,,22
2011,Odivelas,Município,T2,,,,,170
2011,Odivelas,Município,T3,,,,,166
2011,Odivelas,Município,T4 ou mais,,,,,202
2011,Odivelas,Município,Total,,,,,560
2011,Oeiras,Município,T0 ou T1,,,,,28
2011,Oeiras,Município,T2,,,,,72
2011,Oeiras,Município,T3,,,,,136
2011,Oeiras,Município,T4 ou mais,,,,,43
2011,Oeiras,Município,Total,,,,,279
2011,Oleiros,Município,T0 ou T1,,,,,1
2011,Oleiros,Município,T2,,,,,1
2011,Oleiros,Município,T3,,,,,0
2011,Oleiros,Município,T4 ou mais,,,,,2
2011,Oleiros,Município,Total,,,,,4
2011,Olhão,Município,T0 ou T1,,,,,36
2011,Olhão,Município,T2,,,,,138
2011,Olhão,Município,T3,,,,,39
2011,Olhão,Município,T4 ou mais,,,,,9
2011,Olhão,Município,Total,,,,,222
2011,Oliveira de Azeméis,Município,T0 ou T1,,,,,8
2011,Oliveira de Azeméis,Município,T2,,,,,16
2011,Oliveira de Azeméis,Município,T3,,,,,77
2011,Oliveira de Azeméis,Município,T4 ou mais,,,,,15
2011,Oliveira de Azeméis,Município,Total,,,,,116
2011,Oliveira de Frades,Município,T0 ou T1,,,,,0
2011,Oliveira de Frades,Município,T2,,,,,3
2011,Oliveira de Frades,Município,T3,,,,,19
2011,Oliveira de Frades,Município,T4 ou mais,,,,,2
2011,Oliveira de Frades,Município,Total,,,,,24
2011,Oliveira do Bairro,Município,T0 ou T1,,,,,0
2011,Oliveira do Bairro,Município,T2,,,,,18
2011,Oliveira do Bairro,Município,T3,,,,,38
2011,Oliveira do Bairro,Município,T4 ou mais,,,,,21
2011,Oliveira do Bairro,Município,Total,,,,,77
2011,Oliveira do Hospital,Município,T0 ou T1,,,,,4
2011,Oliveira do Hospital,Município,T2,,,,,8
2011,Oliveira do Hospital,Município,T3,,,,,39
2011,Oliveira do Hospital,Município,T4 ou mais,,,,,15
2011,Oliveira do Hospital,Município,Total,,,,,66
2011,Ourém,Município,T0 ou T1,,,,,7
2011,Ourém,Município,T2,,,,,22
2011,Ourém,Município,T3,,,,,77
2011,Ourém,Município,T4 ou mais,,,,,30
2011,Ourém,Município,Total,,,,,136
2011,Ourique,Município,T0 ou T1,,,,,0
2011,Ourique,Município,T2,,,,,5
2011,Ourique,Município,T3,,,,,12
2011,Ourique,Município,T4 ou mais,,,,,1
2011,Ourique,Município,Total,,,,,18
2011,Ovar,Município,T0 ou T1,,,,,2
2011,Ovar,Município,T2,,,,,28
2011,Ovar,Município,T3,,,,,83
2011,Ovar,Município,T4 ou mais,,,,,32
2011,Ovar,Município,Total,,,,,145
2011,Paços de Ferreira,Município,T0 ou T1,,,,,1
2011,Paços de Ferreira,Município,T2,,,,,20
2011,Paços de Ferreira,Município,T3,,,,,137
2011,Paços de Ferreira,Município,T4 ou mais,,,,,25
2011,Paços de Ferreira,Município,Total,,,,,183
2011,Palmela,Município,T0 ou T1,,,,,2
2011,Palmela,Município,T2,,,,,15
2011,Palmela,Município,T3,,,,,114
2011,Palmela,Município,T4 ou mais,,,,,37
2011,Palmela,Município,Total,,,,,168
2011,Pampilhosa da Serra,Município,T0 ou T1,,,,,0
2011,Pampilhosa da Serra,Município,T2,,,,,1
2011,Pampilhosa da Serra,Município,T3,,,,,6
2011,Pampilhosa da Serra,Município,T4 ou mais,,,,,1
2011,Pampilhosa da Serra,Município,Total,,,,,8
2011,Paredes,Município,T0 ou T1,,,,,0
2011,Paredes,Município,T2,,,,,30
2011,Paredes,Município,T3,,,,,118
2011,Paredes,Município,T4 ou mais,,,,,34
2011,Paredes,Município,Total,,,,,182
2011,Paredes de Coura,Município,T0 ou T1,,,,,0
2011,Paredes de Coura,Município,T2,,,,,3
2011,Paredes de Coura,Município,T3,,,,,24
2011,Paredes de Coura,Município,T4 ou mais,,,,,9
2011,Paredes de Coura,Município,Total,,,,,36
2011,Pedrógão Grande,Município,T0 ou T1,,,,,0
2011,Pedrógão Grande,Município,T2,,,,,3
2011,Pedrógão Grande,Município,T3,,,,,4
2011,Pedrógão Grande,Município,T4 ou mais,,,,,2
2011,Pedrógão Grande,Município,Total,,,,,9
2011,Penacova,Município,T0 ou T1,,,,,0
2011,Penacova,Município,T2,,,,,2
2011,Penacova,Município,T3,,,,,18
2011,Penacova,Município,T4 ou mais,,,,,8
2011,Penacova,Município,Total,,,,,28
2011,Penafiel,Município,T0 ou T1,,,,,12
2011,Penafiel,Município,T2,,,,,39
2011,Penafiel,Município,T3,,,,,222
2011,Penafiel,Município,T4 ou mais,,,,,30
2011,Penafiel,Município,Total,,,,,303
2011,Penalva do Castelo,Município,T0 ou T1,,,,,0
2011,Penalva do Castelo,Município,T2,,,,,1
2011,Penalva do Castelo,Município,T3,,,,,15
2011,Penalva do Castelo,Município,T4 ou mais,,,,,2
2011,Penalva do Castelo,Município,Total,,,,,18
2011,Penamacor,Município,T0 ou T1,,,,,1
2011,Penamacor,Município,T2,,,,,3
2011,Penamacor,Município,T3,,,,,1
2011,Penamacor,Município,T4 ou mais,,,,,0
2011,Penamacor,Município,Total,,,,,5
2011,Penedono,Município,T0 ou T1,,,,,0
2011,Penedono,Município,T2,,,,,1
2011,Penedono,Município,T3,,,,,0
2011,Penedono,Município,T4 ou mais,,,,,5
2011,Penedono,Município,Total,,,,,6
2011,Penela,Município,T0 ou T1,,,,,0
2011,Penela,Município,T2,,,,,1
2011,Penela,Município,T3,,,,,39
2011,Penela,Município,T4 ou mais,,,,,17
2011,Penela,Município,Total,,,,,57
2011,Peniche,Município,T0 ou T1,,,,,25
2011,Peniche,Município,T2,,,,,81
2011,Peniche,Município,T3,,,,,67
2011,Peniche,Município,T4 ou mais,,,,,11
2011,Peniche,Município,Total,,,,,184
2011,Peso da Régua,Município,T0 ou T1,,,,,0
2011,Peso da Régua,Município,T2,,,,,5
2011,Peso da Régua,Município,T3,,,,,35
2011,Peso da Régua,Município,T4 ou mais,,,,,15
2011,Peso da Régua,Município,Total,,,,,55
2011,Pinhel,Município,T0 ou T1,,,,,0
2011,Pinhel,Município,T2,,,,,1
2011,Pinhel,Município,T3,,,,,6
2011,Pinhel,Município,T4 ou mais,,,,,4
2011,Pinhel,Município,Total,,,,,11
2011,Pombal,Município,T0 ou T1,,,,,5
2011,Pombal,Município,T2,,,,,37
2011,Pombal,Município,T3,,,,,99
2011,Pombal,Município,T4 ou mais,,,,,24
2011,Pombal,Município,Total,,,,,165
2011,Ponta Delgada,Município,T0 ou T1,,,,,19
2011,Ponta Delgada,Município,T2,,,,,40
2011,Ponta Delgada,Município,T3,,,,,66
2011,Ponta Delgada,Município,T4 ou mais,,,,,39
2011,Ponta Delgada,Município,Total,,,,,164
2011,Ponta do Sol,Município,T0 ou T1,,,,,5
2011,Ponta do Sol,Município,T2,,,,,10
2011,Ponta do Sol,Município,T3,,,,,14
2011,Ponta do Sol,Município,T4 ou mais,,,,,7
2011,Ponta do Sol,Município,Total,,,,,36
2011,Ponte da Barca,Município,T0 ou T1,,,,,0
2011,Ponte da Barca,Município,T2,,,,,5
2011,Ponte da Barca,Município,T3,,,,,41
2011,Ponte da Barca,Município,T4 ou mais,,,,,8
2011,Ponte da Barca,Município,Total,,,,,54
2011,Ponte de Lima,Município,T0 ou T1,,,,,12
2011,Ponte de Lima,Município,T2,,,,,20
2011,Ponte de Lima,Município,T3,,,,,125
2011,Ponte de Lima,Município,T4 ou mais,,,,,30
2011,Ponte de Lima,Município,Total,,,,,187
2011,Ponte de Sor,Município,T0 ou T1,,,,,1
2011,Ponte de Sor,Município,T2,,,,,3
2011,Ponte de Sor,Município,T3,,,,,19
2011,Ponte de Sor,Município,T4 ou mais,,,,,7
2011,Ponte de Sor,Município,Total,,,,,30
2011,Portalegre,Município,T0 ou T1,,,,,0
2011,Portalegre,Município,T2,,,,,1
2011,Portalegre,Município,T3,,,,,7
2011,Portalegre,Município,T4 ou mais,,,,,17
2011,Portalegre,Município,Total,,,,,25
2011,Portel,Município,T0 ou T1,,,,,0
2011,Portel,Município,T2,,,,,1
2011,Portel,Município,T3,,,,,4
2011,Portel,Município,T4 ou mais,,,,,2
2011,Portel,Município,Total,,,,,7
2011,Portimão,Município,T0 ou T1,,,,,49
2011,Portimão,Município,T2,,,,,79
2011,Portimão,Município,T3,,,,,47
2011,Portimão,Município,T4 ou mais,,,,,14
2011,Portimão,Município,Total,,,,,189
2011,Porto,Município,T0 ou T1,,,,,107
2011,Porto,Município,T2,,,,,88
2011,Porto,Município,T3,,,,,101
2011,Porto,Município,T4 ou mais,,,,,96
2011,Porto,Município,Total,,,,,392
2011,Porto de Mós,Município,T0 ou T1,,,,,3
2011,Porto de Mós,Município,T2,,,,,2
2011,Porto de Mós,Município,T3,,,,,24
2011,Porto de Mós,Município,T4 ou mais,,,,,4
2011,Porto de Mós,Município,Total,,,,,33
2011,Porto Moniz,Município,T0 ou T1,,,,,0
2011,Porto Moniz,Município,T2,,,,,0
2011,Porto Moniz,Município,T3,,,,,2
2011,Porto Moniz,Município,T4 ou mais,,,,,0
2011,Porto Moniz,Município,Total,,,,,2
2011,Porto Santo,Município,T0 ou T1,,,,,0
2011,Porto Santo,Município,T2,,,,,9
2011,Porto Santo,Município,T3,,,,,12
2011,Porto Santo,Município,T4 ou mais,,,,,1
2011,Porto Santo,Município,Total,,,,,22
2011,Póvoa de Lanhoso,Município,T0 ou T1,,,,,0
2011,Póvoa de Lanhoso,Município,T2,,,,,2
2011,Póvoa de Lanhoso,Município,T3,,,,,38
2011,Póvoa de Lanhoso,Município,T4 ou mais,,,,,10
2011,Póvoa de Lanhoso,Município,Total,,,,,50
2011,Póvoa de Varzim,Município,T0 ou T1,,,,,28
2011,Póvoa de Varzim,Município,T2,,,,,35
2011,Póvoa de Varzim,Município,T3,,,,,191
2011,Póvoa de Varzim,Município,T4 ou mais,,,,,36
